Tweets,Subjectivity,Polarity,Analysis
1.  Krul\n2. Alex Tettey\n3. ...Steve ? ,0.0,0.0,Neutral
_Drago  _  We r gonna find something new come Nov 3,0.45454545454545453,0.13636363636363635,Positive
 _ This is why androids are better,0.5,0.5,Positive
Can you do that here  _ ,0.0,0.0,Neutral
How can anyone follow Steve Jobs?\n\n  took over as Apple CEO in August 2011. Apple share price at the e ,0.0,0.0,Neutral
"News\n\nUS Attorney General William Barr says that  bows down to the Chinese regime, adding that China may a ",0.262962962962963,-0.03518518518518519,Negative
 _ apology accepted,0.0,0.0,Neutral
   _PARTY _Burgess  Memories are great for this. This has t ,0.75,0.8,Positive
_ can we get the third part of the underdog working from home to see if they succeeded.,0.0,0.0,Neutral
Hey  and _. It would be nice if you made  Lewis Good trouble free to rent for those without $6 ,0.65,0.375,Positive
Weird autocorrect. My iPhone corrected Arsene Wenger to 1886. _ can you help? ,1.0,-0.5,Negative
"HOUSES , PROPERTIES IN OTHER COUNTRIES - BEST GIVEN TO MY TIM COOK SIR",0.3375,0.4375,Positive
"_ He lived off the public tit his whole life. Let him have his day, then bye bye.",0.23333333333333334,0.1,Positive
    \n _\nFrauds are sending mail using email id \pe ,0.0,0.0,Neutral
"_ &amp; , this would be helpful for those of us trying to learn and language and have no one else to prac ",0.0,0.0,Neutral
"Hey , since we seems to be out of features people want, can I finally get a keyboard in Messages that transla ",1.0,0.0,Neutral
  _ I can't believe they haven't fired him. I guess they think it's ok to be racist.,0.5,0.5,Positive
Whattt i just learned that   is gayyy YAYY ,0.0,0.0,Neutral
HOTEL AS A GIFT - GIVE IT TO MY TIM COOK SIR,0.0,0.0,Neutral
"  &amp; Apple, you can not erase Palestine. Put Palestine back on the map in its historic rightful place.",0.0,0.0,Neutral
" If you talking about the big class action suit, it was thrown out on account of having zero evidence ",0.1,0.05,Positive
I MacBook pro 13 early 2015. I visited authorized apple service center where i met other people who had d same ,0.225,-0.03125,Negative
_ He would love BlackLivesMatter ApplesForChicago pilot program to lessen the technology divide. We love ,0.6,0.5,Positive
I would like to call on _ to set up a crisis hotline for those of us suffering from AppleSiliconInsomnia ,0.0,0.0,Neutral
_ +i-phone and music +sight-seeing thank you very much.e-table of the train air Domestic and Internation ,0.2,0.1,Positive
+  _ too many other options that I could choose before deciding to continue as an Apple customer.,0.4375,0.1875,Positive
 _ I hv 13 MBP early 2015.I visited authorized apple service center where i met other people ,0.25833333333333336,-0.041666666666666664,Negative
+  _ which decided to do not work properly and not take a really expected family picture as per the e ,0.25,-0.05,Negative
+  _  I am really disappointed with your  while there were too many other options that I ,0.5416666666666666,-0.125,Negative
"Introducing iPhone 12 Pro  Apple   _ iphone 12 fake, but good",0.8,0.09999999999999998,Positive
"_ Hello, . How to properly charge MacBook?",0.1,0.0,Neutral
"@_yuyutsu_  _untilfound _Revival   Alan Turing ,   and many other clo ",0.4375,0.1875,Positive
I read it as  . \nWtf is wrong with me? ,0.9,-0.5,Negative
MnA done right _ ,0.5357142857142857,0.2857142857142857,Positive
 _ I really think dropping the little blue AirPlay thing to switch sources and instead integratin ,0.26666666666666666,0.00416666666666667,Positive
 You see what I see.  Some of them are literally right now trying to petition apple corporation to m ,0.5357142857142857,0.2857142857142857,Positive
"Journal of Management is a top journal in the Management, and Professor Brian Connelly () is its new ed ",0.4772727272727273,0.3181818181818182,Positive
Copy cat -&gt;  \n\n_ ,0.0,0.0,Neutral
"If the recipe sucks, it doesn't matter how good a  you are. -  Ferriss quote ",0.45000000000000007,0.19999999999999998,Positive
 _usa   _ It is a feature!!,0.0,0.0,Neutral
"I use Apple IPhone 11 with 13.6 version of IOS.\nWhen you press and hold space key, All the letters in the keyboard ",1.0,0.0,Neutral
Ole  and _ and lots CEOs of Large American Companies just hoping the Fascists in Beijing able to ,0.3511904761904762,0.2380952380952381,Positive
"TIFTON    has been named Director of the Chaplain Program for Legacy Senior Living, a Cleveland-based senio ",0.0,0.0,Neutral
Xu Zhangrun sacked by Tsinghua University. Will you stand up 4HumanRights ? Advisory Board members _ ,0.0,0.0,Neutral
"AHI! AHI! AHI!\nDear  , Steve Jobs taught you nothing \nPlease, read here!\n\n ",0.0,0.0,Neutral
   _\n mingchikuo &amp; jonprosser said appleairpower is back announce it september 20 ,0.0,0.0,Neutral
   buy Fox and the WSJ! Apple you have the cash on hand.  it your civic duty.,0.0,0.0,Neutral
 _ You incredible,0.9,0.9,Positive
  _  Better yet. Give out 2 phones to each tesla car owners for free. immediate ma ,0.65,0.45,Positive
"Google and Apple This is Absolutely Disgraceful, the  Ethnic Cleansing of a People and Their Homeland  PutPalestineBackOnTheMap _",0.9,0.2,Positive
_ A true hero Rest In Peace and thank you you made this world better,0.575,0.425,Positive
_faire  would cut $AAPL market cap in half \n\nCC _ ,0.16666666666666666,-0.16666666666666666,Negative
I said this years ago and I say it again Laura Dern and   are long lost siblings ,0.4,-0.05,Negative
_ hey Can you look at my youtube Channel thx I'm big fan of you I would like have phone call with I hope I ,0.1,0.0,Neutral
"_ Dumb, dumb Joe Biden says,  done dumb things. and I will do dumb things again. ",0.5,-0.375,Negative
_  you buddy!,0.0,0.0,Neutral
_  would be a great addition to your ininitiatives in this space.  ,0.75,0.8,Positive
" And Apple Maps too, coincidence or what? _",0.0,0.0,Neutral
_  I'm security experts I have youtube channel. You should check it out i have link on my twitter page. ,0.0,0.0,Neutral
 Tweet   about this disgraceful cleansing of a Nation! _,0.0,0.0,Neutral
" Bombard  s twitter account with this disgrace,  _ he claims to be a moral man and to care about equality ?",0.25,0.0,Neutral
"Windup Joe BIden, LIAR and Cheater _ \n\n",0.0,0.0,Neutral
Dear _ please let us search an individual text thread ,0.4,0.0,Neutral
_ Sir  11 colour is peeling off please do check your e-mails  with 3 monthsnodamage,0.0,0.0,Neutral
  PALESTINE does not need your recognition to prove itself as a legal state. But by this you ,0.2,0.2,Positive
_   it is painful to have to ask an innovative giant to update maps that should have bee ,0.9666666666666667,-0.06666666666666665,Negative
" _  _ 100x zoom is definitely not ready, after 60x it just very bad picture quality.",0.6833333333333333,-0.5049999999999999,Negative
_ I have an iPhone s6 concentrate in giving me more cyber protection attention!!!!! ,0.5,1.0,Positive
" Bill Gates,  , Jeff Bezos and many others have amassed a stockpile of dollars and use this army o ",0.5,0.5,Positive
"_ With PROP16, CA is about to use true, legalized discrimination to mitigate social disparity by giving so ",0.35833333333333334,0.19166666666666665,Positive
 _ working with Nintendo?,0.0,0.0,Neutral
 Were their names harder than Ulysses Grant or  ?,0.0,-0.1,Negative
"In fact, it'd cost Facebook $22 million to keep Mr Zuckerberg and his family safe. Here are the yearly  lump sum se ",0.5,0.5,Positive
Hey _ &amp;  would really like to be able to leave a Facee message when someone doesn answer. Apple facee iphone,0.4125,0.35,Positive
"_ March to protest is ok, but not break stores and looting, like Apple stores because All Lives Matter ",0.5,0.5,Positive
Ivanka Trump's/ 's advice to use the Coronavirus layoff as a great opportunity to move on to something new. ,0.6022727272727273,0.4681818181818182,Positive
_ This would be very good for the society thank you,0.7800000000000001,0.9099999999999999,Positive
_ - Good Morning Sir. In light of everything taking place in the country/world today and the information st ,0.65,0.55,Positive
 _ \n\nI want to be able to down load from the Apple app store the following apps for MY iPhone\n Info ,0.337962962962963,0.11481481481481481,Positive
_ we R an  only family for 10+ years &amp; if both my wife  I were working no question we would just buy ,1.0,0.0,Neutral
_  Hi. This may be a waste of e but I thought I try for my kids. School this September looks like ,0.0,-0.2,Negative
  _  That why we need to vote for Trump.\n please sign an executive order ASAP.,0.0,0.0,Neutral
"New post (Bill and Melinda Gates, Becky G, Freida Pinto, George Lopez, Henry Winkler, John Green, Mary J. Blige, Mi ",0.37727272727272726,-0.03181818181818183,Negative
_  Yes.  Looking now at his Memoir Walking with the Wind.  His note in it in 2003 was  the f ,0.0,0.0,Neutral
 !!! Reflexxxx,0.0,0.0,Neutral
MY TIM COOK SIR AND MY SW SIR ... GOOD MORNING. 1006 am ,0.6000000000000001,0.7,Positive
"Hey , _   Why u people not making budget phone .India has 1.3b Population.. and many people love appl ",0.55,0.5,Positive
 _ iOS 13 is the Windows 95 of mobile phones.,0.0,0.0,Neutral
_ I didn know your dad was  !,0.0,0.0,Neutral
MY TIM COOK SIR... GOOD MORNING. 1000 am ,0.6000000000000001,0.7,Positive
"_ great man, to long in Congress with no benefit to the American People",0.3833333333333333,0.25,Positive
 _ _silenced TDS  Trump Derangement Syndrome!!!      The best POTUS is the past 30 years.,0.275,0.375,Positive
_   I think it would be better to play the video in public places such as es Squa ,0.35555555555555557,0.16666666666666666,Positive
4 Promises Apple CEO   Just Made On Fighting Racism ,0.0,0.0,Neutral
_ today I learned that you do not support ALL people but rather the wealthy and the Jewish. \n\nIDGAF if this ,0.5,0.25,Positive
 _ _silenced R u kidding me he Mr\nLewis and the rest of the good politicians r trying to save ,0.6000000000000001,0.7,Positive
"_ Hello Sir, what about launch date of upcoming iPhone ?",0.0,0.0,Neutral
" _, it may be e to reevaluate your support team &amp; process.   puts the brand to absolute sha ",0.9,0.2,Positive
_ I had the privilege of knowing Mr. Lewis through White House and WASHINGTON D.C. and at other events. Die ,0.1875,-0.0625,Negative
_ Fix iOS 14 battery life,0.0,0.0,Neutral
"Let your joy be in the journey, not in some distant goal - \n  ",0.275,0.35000000000000003,Positive
_ having a horrorshow trying to resolve an issue with your support guys. Given false information on purchas ,0.6,-0.4000000000000001,Negative
   _Official  _US  Yo _ run it up,0.0,0.0,Neutral
"_ \As Palestinians, we condemn Google`s step that removing Palestine from the map because this step is supp ",0.0,0.0,Neutral
"  \As Palestinians, we condemn Google`s step that removing Palestine from the map because th ",0.0,0.0,Neutral
"  _ Because they using forced slave labor in China, which goes directly agains ",0.30000000000000004,-0.10000000000000002,Negative
APPLE AND GOOGLE GO TO HELL YOU AND ISRAEL WE DON'T NEED YOUR MAPS TO KNOW WHERE PALESTINE IS FreePalestine ,0.0,0.0,Neutral
"\As Palestinians, we condemn Google`s step that removing Palestine from the map because this step is supporting the ",0.25,0.25,Positive
" _  _ Was fast charging 45 watts to 65 watts listed by Samsung and Abu, for ",0.6,0.2,Positive
MY ASH ELIZ ...MY CUP IS WITH MY TIM COOK SIR. N MUDT GIVE HIS RESTAURANT TO MY TIM COOK SIR . .,0.0,0.0,Neutral
"Hey  _ update your maps, Kosovo is Independent or should we start searching on Samsung Galaxy for a l ",0.125,0.0,Neutral
"_ Shame on the google, we thought it is a technology for people and it doesn't support any kind of politics ",0.9,0.6,Positive
   _  Why isn KOSOVA on maps? It refered as a number? That ridiculous. Please chan ,1.0,-0.3333333333333333,Negative
"  Shame on the google, we thought it is a technology for people and it doesn't support any k ",0.0,0.0,Neutral
    _South     ,0.0,0.0,Neutral
_ Shame on you Google! How Dare u to Support Israel an Erase Palestine from GoogleMaps.\nFreePalestine. ,0.0,0.0,Neutral
 Talk to _ and  about why this playlist is made when I  a Station starting fro ,0.1,0.0,Neutral
 _ Lol yes he the one that doesn understand what is going on...,0.7,0.8,Positive
 makes there products in China _ the   trending ViralVideos ,0.0,0.0,Neutral
"_ shame on you, you talk about the Palestinians who defend their homeland that they have no history, what c ",0.0,0.0,Neutral
"  shame on you, you talk about the Palestinians who defend their homeland that they have no ",0.0,0.0,Neutral
_ Yet today you support the horrible cruelty towards minorities in China. Shame on you,1.0,-1.0,Negative
_ why does the native camera app doesn work with the AirPods?... it seems that this is a big issue... is ,0.1,0.0,Neutral
_ It's no longer possible to doubt this.\n is totally credible.\n\nIvanka 's antics with daddy ,0.875,0.0,Neutral
The day _ announces a $60-$80 HomePod SE with a Siri microphone is the day you see HomeKit REALLY take off ,0.2,0.2,Positive
_  Amen. At least he didnt loot and destroy. There's good trouble and there's bad trouble.,0.3444444444444445,-0.15,Negative
Created a new desktop today. Bids are welcome  _   \n\nDo your thing twitter. ,0.6772727272727272,0.4681818181818182,Positive
" _  Stop being political, not all appreciate or agree with it. apple google GodBlessAmerica ",0.1,0.0,Neutral
_Hortons_Hog  ya want me to ?,0.0,0.0,Neutral
I had the pleasure of meeting John Lewis at a Black History Month event at Apple. I was one of a very few executive ,0.2816666666666667,-0.21333333333333332,Negative
_  peaceful reasonable communication will be important to achieve the goal. He has proved it. Destroying ,0.525,0.16250000000000003,Positive
"I got the privilege of seeing John Lewis at  graduation last year,   of Apple was the Keynote speaker ",0.06666666666666667,0.0,Neutral
  ?,0.0,0.0,Neutral
_ Says the CEO whose products are built by slave labor in  China.,0.0,0.0,Neutral
_ How bout those forced sterilizations and rounding up of Muslims in China. Did ya ask your hero how he fel ,0.2,-0.30000000000000004,Negative
_ Need  iphone 8 plus,0.0,0.0,Neutral
" Very nice.\n\nseems VW will essentially manufacture Fisker cars Hopefully, its d german factory, so it' ",0.19999999999999998,0.06666666666666667,Positive
  No Trump on this list.   and Bill Gates made statements though. \n,0.0,0.0,Neutral
"Dear _, I  your products but could you please ask Craig to have his team show some love for iOS/MacOS Mai ",0.6,0.5,Positive
       _    ,0.0,0.0,Neutral
_ He did all that and you cut the jobs out from under their feet and exported the jobs that would bring the ,0.0,0.0,Neutral
  _ \nWhy does apple has the worst product service and on top of that also the worst cust ,0.8333333333333334,-0.5,Negative
"Modern China Looks Like WWII Germany, Horrifying Video Shows BAD Things ...   _  ",0.6555555555555556,-0.4666666666666666,Negative
       _    ,0.0,0.0,Neutral
     How about _ and Apple.  ?    ,0.0,0.0,Neutral
SO - FEW GOOD CORRECTIONS - JUST TWEETING THEM NOW  \n\na) MY TIM COOK SIR SAID HE WOULD GIVE ME YAEL GARTEN - WHY - ,0.35000000000000003,0.24999999999999997,Positive
"_ If Steve Jobs would be alive,   would be homeless now. Sorry, Steve   is not appropriate to ",0.6333333333333333,-0.21666666666666667,Negative
"_  _ If Steve Jobs would be alive,   would be homeless now. Sorry, Steve  ",0.7,-0.2,Negative
       _    ,0.0,0.0,Neutral
"I would seem Apple and _, despite becoming filthy rich from capitalism, have decided to support the ",0.8666666666666667,0.008333333333333323,Positive
MY CUP IS WITH MY TIM COOK SIR ONLY,1.0,0.0,Neutral
      VR  _ Phones/Computers from birth &amp; we giv ,0.0,0.0,Neutral
"_ _NBA If you really mean it, call on the Republicans to pass voting rights legislation. Otherwise ",0.6875,-0.3125,Negative
Palestine has disappeared from Google &amp; Apple Maps. Removal of Palestine from the maps comes after Israel's decisio ,0.0,0.0,Neutral
"MY TIM COOK SIR...GOOD MORNING, SIR . 1000 am . FOLLOWING YAEL G ON LINKEDIN ...SIR .",0.1,0.0,Neutral
 _ So disappointed .. I been trying for two weeks with 4 different payment methods and th ,0.675,-0.375,Negative
"They can remove Palestin from the maps but they will  never remove it form our hearts,and that's why they will neve ",0.0,0.0,Neutral
"The research, led by Professor   of England's Royal United Hospitals Bath, found the overall mortality rate ",0.0,0.0,Neutral
_ put Palestine back in apple maps. You have been very vocal about human rights. What about Palestine?,0.13333333333333333,0.06666666666666667,Positive
_ Man who lives their dreams .... love..RIP,0.0,0.0,Neutral
Google is making itself complicit in the Israeli government's ethnic cleansing of Palestine. ,0.0,0.0,Neutral
_ You should have one with a shaved head and a blindfold to represent the Uighur Muslims enslaved in China. ,0.0,0.0,Neutral
I surprised Apple hasn said or done anything about this given its stance on most everything else. What say you ,0.7,0.3,Positive
_ Amen...,0.0,0.0,Neutral
Yep  _ still using my iPhone 6.,0.0,0.0,Neutral
_frommars    na my guy,0.0,0.0,Neutral
_  Apple and it executive have no standing to speak on these matters. \n\nYour complicity with ,0.0,0.0,Neutral
_ Not useful,0.0,-0.15,Negative
Thank you _ for exposing me to  when I worked . rip a great man and Americanlegoned,0.75,0.8,Positive
_ we really request you to make the display backlight replacement program eligible for all macbook editions ,0.2,0.2,Positive
_ What is Apple Contribution towards Climate Change? ClimateChange ClimateActionNow ,0.0,0.0,Neutral
"The stoned Kir put 1/4 of Sake. Add 7/9 of lemon juice, and 1/3 of chocolate powder. Shake. \n Down it like _.\n \n Proost !",0.2888888888888889,-0.19444444444444448,Negative
_  generation leaves behind a legacy. What that legacy will be is determined by the people of that ge ,0.7,-0.4,Negative
"New post (Bill and Melinda Gates, Becky G, Freida Pinto, George Lopez, Henry Winkler, John Green, Mary J. Blige, Mi ",0.37727272727272726,-0.03181818181818183,Negative
_ Lovely senents .  Thank you for championing human rights in everything you do!,0.425,0.25,Positive
"Mourning the loss of John Lewis,   says  have lost an American hero. John Lewis guided us toward a more r ",0.25,0.25,Positive
     Not just the GOP plenty of Dem establishment like ,0.0,0.0,Neutral
"_   please expect me to take the equivalent cost of the chger, in e from AppleSupport ",0.0,0.0,Neutral
_ why dont u have an alternate app for youtube. im trying to get rid of this google attachment to popular apps.,0.45,0.3,Positive
"_ Dear , please can you inform me why Apple erased Palestine from Apple maps?  I been a buyer of Appl ",0.0,0.0,Neutral
_  Once they do figure it out.  What's going to be their recommendation?  \Charge it\?  Ya thi ,0.0,0.0,Neutral
So my 6-month old  Mac  conking in. Thank you Kenneth at  Sandton Fredman for making a plan des ,0.2,0.1,Positive
_ PAY YOUR TAXES.,0.0,0.0,Neutral
"_ , How am I gonna be able to use my iPhone 12 without a charger?  How much e do you think it will ta ",0.4125,0.35,Positive
"_ \nHi , compelled to write as a true apple fan. Quality issues.. impossible to think of earlier are now ",0.7166666666666667,-0.10555555555555556,Negative
"  LOL. True. Still, he looks like  's brother or something.",0.675,0.575,Positive
  Yep.  \Adam's Apple\ .,0.0,0.0,Neutral
  _ You can change history  but we can change the preasant stop acting like you d ,0.0,0.0,Neutral
"_ AG Barr just called you out, bro",0.0,0.0,Neutral
How Steve Jobs persuaded a 37-year-old   to join a near-bankrupt Apple\n Startups,0.0,0.0,Neutral
_ There is currently no most suitable solution to this kind of disagreement! It is almost impractical for e ,0.7166666666666667,0.35000000000000003,Positive
Hey  and _ \nWould you be so kind to build in keyboard light adjustment f the  Keyboard fo ,0.8,0.5,Positive
_  When it comes to CustomerService &amp; security of Customers or to rescue their Apple ID if it ,0.0,0.0,Neutral
_ The first apple was about knowledge. Now it to spread knowledge and truths. Let keep the airways clea ,0.3333333333333333,0.25,Positive
_     Well if you can't supply your products or don't have the ca ,0.0,0.0,Neutral
_ From last 3-4 months I have been waiting to buy ipad pro but it's unavailable in India. My ques is what i ,0.06666666666666667,0.0,Neutral
_Drago  _  If any activity regarding ivankas social media being stopped in any ,0.06666666666666667,0.03333333333333333,Positive
_ Include ExposureNotification in the iOS 14 (public) betas. Everyone should be able to use national Corona ,0.3458333333333333,0.25,Positive
That the only concern I had about carKey on ios14 answered. Actually my biggest concern is it unlikely I eve ,0.5333333333333333,-0.16666666666666666,Negative
 _ I get it but why would a corporation make a decision that would slash their profits probably by half,0.16666666666666666,-0.16666666666666666,Negative
 _ _Savage15 You sent this tweet using an iPhone,0.0,0.0,Neutral
_ Apple has pushed the BLM Marxist agenda on us and into the software.Ridiculous! Do you even realize that ,0.0,0.0,Neutral
  invites Jeff Williams to stage to talk about the Apple keynote?,0.0,0.0,Neutral
 has agreed to pay up to $500M  to settle US class action lawsuit over 'Batterygate'. Similar Public Interest ,0.18888888888888888,0.03333333333333333,Positive
Any update on how to unlock my phone using faceID when I wearing mask  _ coronavirus,0.0,0.0,Neutral
"  People are too\n\nGiven Apple's heavy involvement with China, people are more than happy ",0.6666666666666666,0.3666666666666667,Positive
" \n_ worst service charging 65k INR + iPhone for replacing with same phone, if I upgrade ",0.5625,-0.5,Negative
" Stories   on George Floyd, iOS 13.5.5, Mini-LED iPad Rumors, Mac Tips and Tricks\n ",0.0,0.0,Neutral
MY TIM COOK SIR AND MY SW SIR ...GOOD EVENING/ AFTERNOON. 601 pm ,0.0,0.0,Neutral
 _ He is alware of it. He is part of it.,0.0,0.0,Neutral
_ Do you have a way help to someone cancer patient  ???,0.0,0.0,Neutral
 _ hypocritical tech co. who refused to get into terrorists iPhone but comply with Chinese government ,0.0,0.0,Neutral
_games     _  I'm sorry. I am a Japanese ,0.5,-0.25,Negative
" _  _ Apple is a perfectionist company, they don add technology that isn ",0.0,0.0,Neutral
_ There an unmet need (job to be done) for parents of young kids that I believe Apple Watch  fit p ,0.4,0.25,Positive
I'm really disappointed   _ ,0.75,-0.75,Negative
"With the flight prices rising heavily during the pandemic, it's my humblest request to _ and  to plea ",0.5,-0.2,Negative
_     please resolve \nVery pathetic service by   \nStop looting customers,1.0,-1.0,Negative
" _ I think your keyboard is broken, bot. ",0.4,-0.4,Negative
_ R.I.P.\nAnd appreciate Mr. introducing his greatness.,0.0,0.0,Neutral
Apple   is the 2nd highest-paid US CEO in 2019  ,0.0,0.0,Neutral
_ Rename the bridge,0.0,0.0,Neutral
 _ You think the CEO of Apple will believe your rubbish?,0.0,0.0,Neutral
"You have to love what you do. _, the current CEO of Apple, knows this for sure.\n\nWritersCafe ",0.5,0.25,Positive
"Hi, I'm Market Arment and today I'm selling the rights to  's likeness since I can't remember where I left it",0.0,0.0,Neutral
 _  Never expected this from ,0.4,0.05,Positive
_vin _ okay how bout you think of 5 major changes to the iphone coz i can. gotta wait a few years ,0.3666666666666667,0.12083333333333333,Positive
  _ Man USA is a puppet of ,0.0,0.0,Neutral
We r done paying your products for our pathetic doom.If california based google and apple apps don't realize this b ,1.0,-1.0,Negative
_ oh really,0.2,0.2,Positive
 _ When login,0.0,0.0,Neutral
Incredible when you think about it\n\nWhole world knows a genocide is happening &amp; doesn't raise an eyebrow\n\nBusiness ,0.9,0.9,Positive
_ yes. We need say NO to Chinese communist party.,0.0,0.0,Neutral
"_ Right, like u still are China pet",0.5357142857142857,0.2857142857142857,Positive
Again they give me call back and then after at that e they send me mail that they couldn not reach me...\nI m ,0.0,0.0,Neutral
_ PutPalestineBackOnTheMap \nThere is no Israel. It was Palestine and always be the same. You have no right ,0.33035714285714285,-0.07142857142857142,Negative
_ Before you pull out of DJT tell him to read... BEG him to READ. -  ,0.0,0.0,Neutral
_ Amen.,0.0,0.0,Neutral
_ you speak as a corporation. not a person. this is marketing.,0.0,0.0,Neutral
_   Please look into this. We arent getting proper services from apple stores. I request you to help me. ,0.1,0.0,Neutral
"_ May we know why there is no Palestine in your map? Israel is not even a country, its a brutal occupation ",1.0,-0.875,Negative
_ Love from republic India ,0.6,0.5,Positive
Life is fragile. We not guaranteed a tomorrow so give it everything you got.  ,0.5,0.0,Neutral
_ you're the best,0.3,1.0,Positive
_ PutPalestineBackOnTheMap  you have no right to remove Palestine without any explanation. Palestine is th ,0.5357142857142857,-0.14285714285714285,Negative
" have removed Palestine from the map and put Israel instead, giving themselves the right to remove the P ",0.5357142857142857,0.2857142857142857,Positive
The Apple web site reports that   previously earned a Masters in Business Administration from Duke Universit ,0.16666666666666666,-0.16666666666666666,Negative
_ Very happy,1.0,1.0,Positive
International Celebrities Visited at Shah Rukh Khan's residence Mannat\n\nAkon\nHugh Jackman\n \nMohammed Reza\nD ,0.0,0.0,Neutral
" _ It looks like the scribblings of mentally challenged people, wait a minute.......",0.2,-0.1,Negative
 _ They should add that feature.,0.0,0.0,Neutral
"1   CEO of Apple since 2011 - \We run Apple for the long term and so it's always struck me as bizarre, that ",0.5,0.17500000000000002,Positive
_ We are waiting for ios 14   -,0.0,0.0,Neutral
" wow my mom has her bday date in an emoji form, how much did she pay  apple  to put this emoji there",0.6,0.15000000000000002,Positive
"I Really Just Sent This In A Video To  Engineers,\nWhile Y Out Here Playing 2020Jumunji I Been Playing ",0.2,0.2,Positive
No help from this .\n\nWhenever i call customer care service number not connecting...\n\nAnd support from ,0.0,0.0,Neutral
It would great _ ,0.75,0.8,Positive
"New post (Bill and Melinda Gates, Becky G, Freida Pinto, George Lopez, Henry Winkler, John Green, Mary J. Blige, Mi ",0.37727272727272726,-0.03181818181818183,Negative
"_, I just love when my Apple stuff works like it supposed to! ",0.6,0.625,Positive
_ Nice,1.0,0.6,Positive
  careful but profitable dance with the Trump White House ,0.5,-0.05,Negative
"I wonder why Scribble in iPadOS 14 can recognize English, but not Spanish or any other language using the same alph ",0.125,-0.03125,Negative
 _ My thoughts exactly! Thank you for calling apple out on this.,0.25,0.3125,Positive
"_ Yes, like making apple products in the US again!",0.0,0.0,Neutral
"_ By recognizing Israel and humiliating Palestine from the map, you have become part of its crimes and huma ",0.0,0.0,Neutral
     _Commission    _  ,0.0,0.0,Neutral
_ Can we unlock the phone with face ID wearing a mask?,0.0,0.0,Neutral
"though than business fraud, the crime protected by your relatives, with ivanka brazenly cheerleading   on, s ",0.0,0.0,Neutral
"the public doesn't know because, as your uncle **rightly** accuses the News lies, distorts, has it's own agenda! ",0.5341269841269841,0.3452380952380952,Positive
family member? Constantly inviting   over? Beginning a week after inauguration. They invite   to be w ,0.3333333333333333,0.0,Neutral
"Perhaps you've witnessed that personally?\nJeff Sessions, Michael Cohen, General Mattis, Preet Bharara to list but a ",0.5,0.05000000000000002,Positive
\n\nThe \Goya beans\ matter was minimal .\nYour relatives are promoting Apple and protecting RICO conspirac ,0.6,-0.1,Negative
"    WeChat mini apps also took a few years to catch on, I think App C ",0.1,-0.2,Negative
 Worst product to buy. Hopeless service _,1.0,-1.0,Negative
_ His works will be remembered,0.0,0.0,Neutral
_ could give me an iPhone?,0.0,0.0,Neutral
_ pity for that,0.2,-0.1,Negative
_ I'm still trying to figure out how to get mine to work on my new iPad Apple. I can't find this emoji thing anywhere,0.45454545454545453,0.13636363636363635,Positive
_  it e we do all we can to honor john lewis and the dream of equality for all  black people. Help us ,0.43333333333333335,-0.16666666666666666,Negative
 _  Poor service by  at a e when streets are mostly shut due to the pandemic,0.4916666666666667,-0.00833333333333334,Negative
"Hello,  ? Is EvanKlinger fired yet? _ ",0.0,0.0,Neutral
" _ _ if you anti-racist, then fire EvanKlinger.",0.0,0.0,Neutral
"_ Yeah, about all that stuff you wrote ",0.0,0.0,Neutral
_          ,0.0,0.0,Neutral
_     \No I'll like be there\   ,0.0,0.0,Neutral
"_ Every day with the Queen is like  \ sh_ t up just wait, old bones\ you're like the Ice King. ",0.2,0.1,Positive
"_ I love you, ",0.6,0.5,Positive
"_ _Savage15 meanwhile you done nothing to make a diff in a real way, but sll the while make your p ",0.30000000000000004,0.2,Positive
_ You virtue signaling wont change the fact your products suck.,0.0,0.0,Neutral
_ He marched everywhere. RIP ,0.0,0.0,Neutral
"The wrecked Vesper Martini put 7/9 of Chocolate liqueur. Add 1/8 of ginger ale, and 7/9 of lime juice. Shake. \n Do ",0.0,0.0,Neutral
 Such a scam. I looked at the CEO pay bonuses filings and it almost as much as  .,0.35,0.1,Positive
"  _ They don't want to erase his name from the history books, they want to educate t ",0.0,0.0,Neutral
_ More products less politics,0.2833333333333333,0.16666666666666669,Positive
 _ NOT the appropriate moment to state this! Have some dignity.,0.5,0.625,Positive
Wealth trickles down... into my humongous pension pot! ( ),0.2888888888888889,-0.19444444444444448,Negative
  _ How. Can. You. Change. History. Idiot.\nThey want to change the name of a bridge ,0.0,0.0,Neutral
"_ ,,150.000.eur.,,,Please,,,New Startup  ,  New Life,",0.45454545454545453,0.13636363636363635,Positive
"_  1 of the Big Six leaders of Civil Rights movement @ 23yrs old, Helped lead peaceful protest ac ",0.26666666666666666,0.11666666666666665,Positive
" Apple no longer Innovate, we paid high prices or crap tech. They need a Steve jobs, not a  . ",0.6699999999999999,-0.32,Negative
_ Rest In Peace.  Thank you for all you have done!,0.0,0.0,Neutral
I starting to think   was planted so that nobody would challenge him because he gay  and the largest ma ,0.3416666666666667,0.20833333333333334,Positive
_ Can I have an anti Chinese Communist Party emoji please !!,0.0,0.0,Neutral
_Bot _ Haha.   He was a domestic terrorist in sheep clothing.    A real POS.,0.23333333333333336,0.13333333333333333,Positive
"_ We have lost an American hero. John Lewis guided us toward a more righteous world. He marched in Selma, h ",0.25,0.25,Positive
"_ Pandering again I see  , this look on you truly is not a good one",0.6000000000000001,-0.35,Negative
